,provinsi,daerah,jenis,tahun,peng,Cluster
3482,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2009,256990.0,Cluster 3
3483,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2010,323848.0,Cluster 3
3484,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2011,318992.0,Cluster 3
3485,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2012,337460.0,Cluster 3
3486,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2013,360511.0,Cluster 3
3487,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2014,402456.0,Cluster 3
3488,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2015,436956.0,Cluster 3
3489,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2016,505254.0,Cluster 3
3490,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2017,537563.0,Cluster 3
3491,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2018,593699.0,Cluster 3
3492,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2019,566414.0,Cluster 3
3493,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2020,597001.0,Cluster 3
3494,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2021,608651.0,Cluster 3
3495,SULAWESI SELATAN,PERKOTAAN,MAKANAN,2022,647737.0,Cluster 3
3496,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2007,247415.0,Cluster 4
3497,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2008,267649.0,Cluster 4
3498,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2009,329139.0,Cluster 4
3499,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2010,366147.0,Cluster 4
3500,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2011,366609.0,Cluster 4
3501,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2012,404453.0,Cluster 4
3502,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2013,466832.0,Cluster 4
3503,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2014,479392.0,Cluster 4
3504,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2015,575266.0,Cluster 4
3505,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2016,688464.0,Cluster 4
3506,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2017,719573.0,Cluster 4
3507,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2018,712200.0,Cluster 4
3508,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2019,724941.0,Cluster 4
3509,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2020,729927.0,Cluster 4
3510,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2021,760367.0,Cluster 4
3511,SULAWESI SELATAN,PERKOTAAN,NONMAKANAN,2022,749233.0,Cluster 4
3528,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2011,260240.0,Cluster 5
3529,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2012,286410.0,Cluster 5
3530,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2013,302903.0,Cluster 5
3531,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2014,330220.0,Cluster 5
3532,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2015,359187.0,Cluster 5
3533,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2016,407389.0,Cluster 5
3534,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2017,450618.0,Cluster 5
3535,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2018,495464.0,Cluster 5
3536,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2019,487933.0,Cluster 5
3537,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2020,516183.0,Cluster 5
3538,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2021,533482.0,Cluster 5
3539,SULAWESI SELATAN,PERDESAANPERKOTAAN,MAKANAN,2022,566223.0,Cluster 5
3540,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2011,246083.0,Cluster 6
3541,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2012,266914.0,Cluster 6
3542,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2013,296559.0,Cluster 6
3543,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2014,314078.0,Cluster 6
3544,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2015,387580.0,Cluster 6
3545,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2016,452140.0,Cluster 6
3546,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2017,477290.0,Cluster 6
3547,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2018,520779.0,Cluster 6
3548,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2019,534484.0,Cluster 6
3549,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2020,541681.0,Cluster 6
3550,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2021,570614.0,Cluster 6
3551,SULAWESI SELATAN,PERDESAANPERKOTAAN,NONMAKANAN,2022,576387.0,Cluster 6
3564,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2007,124540.0,Cluster 1
3565,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2008,131739.0,Cluster 1
3566,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2009,148526.0,Cluster 1
3567,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2010,191015.0,Cluster 1
3568,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2011,208886.0,Cluster 1
3569,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2012,245392.0,Cluster 1
3570,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2013,255086.0,Cluster 1
3571,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2014,266070.0,Cluster 1
3572,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2015,306600.0,Cluster 1
3573,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2016,343145.0,Cluster 1
3574,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2017,375141.0,Cluster 1
3575,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2018,409899.0,Cluster 1
3576,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2019,426329.0,Cluster 1
3577,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2020,464457.0,Cluster 1
3578,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2021,462872.0,Cluster 1
3579,SULAWESI TENGGARA,PERDESAAN,MAKANAN,2022,494846.0,Cluster 1
3580,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2007,92640.0,Cluster 2
3581,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2008,92642.0,Cluster 2
3582,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2009,102131.0,Cluster 2
3583,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2010,136211.0,Cluster 2
3584,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2011,171442.0,Cluster 2
3585,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2012,190272.0,Cluster 2
3586,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2013,203230.0,Cluster 2
3587,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2014,217791.0,Cluster 2
3588,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2015,272945.0,Cluster 2
3589,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2016,340273.0,Cluster 2
3590,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2017,345524.0,Cluster 2
3591,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2018,382112.0,Cluster 2
3592,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2019,411783.0,Cluster 2
3593,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2020,393163.0,Cluster 2
3594,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2021,433015.0,Cluster 2
3595,SULAWESI TENGGARA,PERDESAAN,NONMAKANAN,2022,449414.0,Cluster 2
3612,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2007,199921.0,Cluster 3
3613,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2008,203898.0,Cluster 3
3614,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2009,236087.0,Cluster 3
3615,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2010,335709.0,Cluster 3
3616,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2011,325118.0,Cluster 3
3617,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2012,340137.0,Cluster 3
3618,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2013,362990.0,Cluster 3
3619,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2014,358190.0,Cluster 3
3620,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2015,385082.0,Cluster 3
3621,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2016,439023.0,Cluster 3
3622,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2017,483415.0,Cluster 3
3623,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2018,534142.0,Cluster 3
3624,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2019,551172.0,Cluster 3
3625,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2020,572118.0,Cluster 3
3626,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2021,593610.0,Cluster 3
3627,SULAWESI TENGGARA,PERKOTAAN,MAKANAN,2022,605702.0,Cluster 3
3628,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2007,205799.0,Cluster 4
3629,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2008,238903.0,Cluster 4
3630,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2009,347976.0,Cluster 4
3631,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2010,419208.0,Cluster 4
3632,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2011,419952.0,Cluster 4
3633,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2012,445349.0,Cluster 4
3634,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2013,489702.0,Cluster 4
3635,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2014,541703.0,Cluster 4
3636,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2015,520583.0,Cluster 4
3637,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2016,657421.0,Cluster 4
3638,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2017,652235.0,Cluster 4
3639,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2018,721815.0,Cluster 4
3640,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2019,754733.0,Cluster 4
3641,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2020,744283.0,Cluster 4
3642,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2021,789518.0,Cluster 4
3643,SULAWESI TENGGARA,PERKOTAAN,NONMAKANAN,2022,799979.0,Cluster 4
3660,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2011,240739.0,Cluster 5
3661,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2012,271348.0,Cluster 5
3662,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2013,284683.0,Cluster 5
3663,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2014,291923.0,Cluster 5
3664,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2015,329208.0,Cluster 5
3665,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2016,371733.0,Cluster 5
3666,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2017,409856.0,Cluster 5
3667,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2018,457496.0,Cluster 5
3668,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2019,475215.0,Cluster 5
3669,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2020,506739.0,Cluster 5
3670,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2021,509723.0,Cluster 5
3671,SULAWESI TENGGARA,PERDESAANPERKOTAAN,MAKANAN,2022,535048.0,Cluster 5
3672,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2011,239546.0,Cluster 6
3673,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2012,260151.0,Cluster 6
3674,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2013,281806.0,Cluster 6
3675,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2014,308698.0,Cluster 6
3676,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2015,344281.0,Cluster 6
3677,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2016,434835.0,Cluster 6
3678,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2017,443862.0,Cluster 6
3679,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2018,512252.0,Cluster 6
3680,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2019,546074.0,Cluster 6
3681,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2020,531059.0,Cluster 6
3682,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2021,560769.0,Cluster 6
3683,SULAWESI TENGGARA,PERDESAANPERKOTAAN,NONMAKANAN,2022,576546.0,Cluster 6
3696,GORONTALO,PERDESAAN,MAKANAN,2007,119765.0,Cluster 1
3697,GORONTALO,PERDESAAN,MAKANAN,2008,133510.0,Cluster 1
3698,GORONTALO,PERDESAAN,MAKANAN,2009,147191.0,Cluster 1
3699,GORONTALO,PERDESAAN,MAKANAN,2010,194224.0,Cluster 1
3700,GORONTALO,PERDESAAN,MAKANAN,2011,226255.0,Cluster 1
3701,GORONTALO,PERDESAAN,MAKANAN,2012,243994.0,Cluster 1
3702,GORONTALO,PERDESAAN,MAKANAN,2013,246612.0,Cluster 1
3703,GORONTALO,PERDESAAN,MAKANAN,2014,323180.0,Cluster 1
3704,GORONTALO,PERDESAAN,MAKANAN,2015,287010.0,Cluster 1
3705,GORONTALO,PERDESAAN,MAKANAN,2016,337137.0,Cluster 1
3706,GORONTALO,PERDESAAN,MAKANAN,2017,394003.0,Cluster 1
3707,GORONTALO,PERDESAAN,MAKANAN,2018,374990.0,Cluster 1
3708,GORONTALO,PERDESAAN,MAKANAN,2019,404408.0,Cluster 1
3709,GORONTALO,PERDESAAN,MAKANAN,2020,434893.0,Cluster 1
3710,GORONTALO,PERDESAAN,MAKANAN,2021,480020.0,Cluster 1
3711,GORONTALO,PERDESAAN,MAKANAN,2022,501696.0,Cluster 1
3712,GORONTALO,PERDESAAN,NONMAKANAN,2007,80326.0,Cluster 2
3713,GORONTALO,PERDESAAN,NONMAKANAN,2008,90760.0,Cluster 2
3714,GORONTALO,PERDESAAN,NONMAKANAN,2009,110225.0,Cluster 2
3715,GORONTALO,PERDESAAN,NONMAKANAN,2010,167397.0,Cluster 2
3716,GORONTALO,PERDESAAN,NONMAKANAN,2011,207844.0,Cluster 2
3717,GORONTALO,PERDESAAN,NONMAKANAN,2012,224699.0,Cluster 2
3718,GORONTALO,PERDESAAN,NONMAKANAN,2013,251364.0,Cluster 2
3719,GORONTALO,PERDESAAN,NONMAKANAN,2014,223008.0,Cluster 2
3720,GORONTALO,PERDESAAN,NONMAKANAN,2015,234180.0,Cluster 2
3721,GORONTALO,PERDESAAN,NONMAKANAN,2016,295510.0,Cluster 2
3722,GORONTALO,PERDESAAN,NONMAKANAN,2017,328112.0,Cluster 2
3723,GORONTALO,PERDESAAN,NONMAKANAN,2018,363356.0,Cluster 2
3724,GORONTALO,PERDESAAN,NONMAKANAN,2019,400875.0,Cluster 2
3725,GORONTALO,PERDESAAN,NONMAKANAN,2020,431686.0,Cluster 2
3726,GORONTALO,PERDESAAN,NONMAKANAN,2021,473763.0,Cluster 2
3727,GORONTALO,PERDESAAN,NONMAKANAN,2022,408531.0,Cluster 2
3744,GORONTALO,PERKOTAAN,MAKANAN,2007,175183.0,Cluster 3
3745,GORONTALO,PERKOTAAN,MAKANAN,2008,186260.0,Cluster 3
3746,GORONTALO,PERKOTAAN,MAKANAN,2009,202468.0,Cluster 3
3747,GORONTALO,PERKOTAAN,MAKANAN,2010,260413.0,Cluster 3
3748,GORONTALO,PERKOTAAN,MAKANAN,2011,314046.0,Cluster 3
3749,GORONTALO,PERKOTAAN,MAKANAN,2012,319105.0,Cluster 3
3750,GORONTALO,PERKOTAAN,MAKANAN,2013,334025.0,Cluster 3
3751,GORONTALO,PERKOTAAN,MAKANAN,2014,367410.0,Cluster 3
3752,GORONTALO,PERKOTAAN,MAKANAN,2015,400853.0,Cluster 3
3753,GORONTALO,PERKOTAAN,MAKANAN,2016,458798.0,Cluster 3
3754,GORONTALO,PERKOTAAN,MAKANAN,2017,525875.0,Cluster 3
3755,GORONTALO,PERKOTAAN,MAKANAN,2018,501436.0,Cluster 3
3756,GORONTALO,PERKOTAAN,MAKANAN,2019,519468.0,Cluster 3
3757,GORONTALO,PERKOTAAN,MAKANAN,2020,532422.0,Cluster 3
3758,GORONTALO,PERKOTAAN,MAKANAN,2021,593594.0,Cluster 3
3759,GORONTALO,PERKOTAAN,MAKANAN,2022,576110.0,Cluster 3
3760,GORONTALO,PERKOTAAN,NONMAKANAN,2007,231308.0,Cluster 4
3761,GORONTALO,PERKOTAAN,NONMAKANAN,2008,202981.0,Cluster 4
3762,GORONTALO,PERKOTAAN,NONMAKANAN,2009,197485.0,Cluster 4
3763,GORONTALO,PERKOTAAN,NONMAKANAN,2010,277089.0,Cluster 4
3764,GORONTALO,PERKOTAAN,NONMAKANAN,2011,361647.0,Cluster 4
3765,GORONTALO,PERKOTAAN,NONMAKANAN,2012,365828.0,Cluster 4
3766,GORONTALO,PERKOTAAN,NONMAKANAN,2013,405979.0,Cluster 4
3767,GORONTALO,PERKOTAAN,NONMAKANAN,2014,463936.0,Cluster 4
3768,GORONTALO,PERKOTAAN,NONMAKANAN,2015,541711.0,Cluster 4
3769,GORONTALO,PERKOTAAN,NONMAKANAN,2016,567969.0,Cluster 4
3770,GORONTALO,PERKOTAAN,NONMAKANAN,2017,680550.0,Cluster 4
3771,GORONTALO,PERKOTAAN,NONMAKANAN,2018,653909.0,Cluster 4
3772,GORONTALO,PERKOTAAN,NONMAKANAN,2019,754067.0,Cluster 4
3773,GORONTALO,PERKOTAAN,NONMAKANAN,2020,811910.0,Cluster 4
3774,GORONTALO,PERKOTAAN,NONMAKANAN,2021,798884.0,Cluster 4
3775,GORONTALO,PERKOTAAN,NONMAKANAN,2022,862767.0,Cluster 4
3792,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2011,256106.0,Cluster 5
3793,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2012,269533.0,Cluster 5
3794,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2013,276334.0,Cluster 5
3795,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2014,338353.0,Cluster 5
3796,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2015,326512.0,Cluster 5
3797,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2016,380934.0,Cluster 5
3798,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2017,441998.0,Cluster 5
3799,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2018,423925.0,Cluster 5
3800,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2019,452958.0,Cluster 5
3801,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2020,476069.0,Cluster 5
3802,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2021,529729.0,Cluster 5
3803,GORONTALO,PERDESAANPERKOTAAN,MAKANAN,2022,534461.0,Cluster 5
3804,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2011,260141.0,Cluster 6
3805,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2012,272686.0,Cluster 6
3806,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2013,303937.0,Cluster 6
3807,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2014,305658.0,Cluster 6
3808,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2015,340889.0,Cluster 6
3809,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2016,393591.0,Cluster 6
3810,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2017,456383.0,Cluster 6
3811,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2018,475801.0,Cluster 6
3812,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2019,549905.0,Cluster 6
3813,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2020,592212.0,Cluster 6
3814,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2021,616060.0,Cluster 6
3815,GORONTALO,PERDESAANPERKOTAAN,NONMAKANAN,2022,608535.0,Cluster 6
3828,SULAWESI BARAT,PERDESAAN,MAKANAN,2007,140620.0,Cluster 1
3829,SULAWESI BARAT,PERDESAAN,MAKANAN,2008,155240.0,Cluster 1
3830,SULAWESI BARAT,PERDESAAN,MAKANAN,2009,175342.0,Cluster 1
3831,SULAWESI BARAT,PERDESAAN,MAKANAN,2010,210483.0,Cluster 1
3832,SULAWESI BARAT,PERDESAAN,MAKANAN,2011,211666.0,Cluster 1
3833,SULAWESI BARAT,PERDESAAN,MAKANAN,2012,224338.0,Cluster 1
3834,SULAWESI BARAT,PERDESAAN,MAKANAN,2013,264810.0,Cluster 1
3835,SULAWESI BARAT,PERDESAAN,MAKANAN,2014,267869.0,Cluster 1
3836,SULAWESI BARAT,PERDESAAN,MAKANAN,2015,321635.0,Cluster 1
3837,SULAWESI BARAT,PERDESAAN,MAKANAN,2016,343144.0,Cluster 1
3838,SULAWESI BARAT,PERDESAAN,MAKANAN,2017,381140.0,Cluster 1
3839,SULAWESI BARAT,PERDESAAN,MAKANAN,2018,411814.0,Cluster 1
3840,SULAWESI BARAT,PERDESAAN,MAKANAN,2019,421338.0,Cluster 1
3841,SULAWESI BARAT,PERDESAAN,MAKANAN,2020,435461.0,Cluster 1
3842,SULAWESI BARAT,PERDESAAN,MAKANAN,2021,440991.0,Cluster 1
3843,SULAWESI BARAT,PERDESAAN,MAKANAN,2022,472671.0,Cluster 1
3844,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2007,105724.0,Cluster 2
3845,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2008,112470.0,Cluster 2
3846,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2009,115859.0,Cluster 2
3847,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2010,137736.0,Cluster 2
3848,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2011,133665.0,Cluster 2
3849,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2012,149377.0,Cluster 2
3850,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2013,171941.0,Cluster 2
3851,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2014,217856.0,Cluster 2
3852,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2015,263154.0,Cluster 2
3853,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2016,301160.0,Cluster 2
3854,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2017,285572.0,Cluster 2
3855,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2018,331560.0,Cluster 2
3856,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2019,331956.0,Cluster 2
3857,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2020,368095.0,Cluster 2
3858,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2021,388794.0,Cluster 2
3859,SULAWESI BARAT,PERDESAAN,NONMAKANAN,2022,395286.0,Cluster 2
3876,SULAWESI BARAT,PERKOTAAN,MAKANAN,2007,162826.0,Cluster 3
3877,SULAWESI BARAT,PERKOTAAN,MAKANAN,2008,182489.0,Cluster 3
3878,SULAWESI BARAT,PERKOTAAN,MAKANAN,2009,180629.0,Cluster 3
3879,SULAWESI BARAT,PERKOTAAN,MAKANAN,2010,254171.0,Cluster 3
3880,SULAWESI BARAT,PERKOTAAN,MAKANAN,2011,271260.0,Cluster 3
3881,SULAWESI BARAT,PERKOTAAN,MAKANAN,2012,279027.0,Cluster 3
3882,SULAWESI BARAT,PERKOTAAN,MAKANAN,2013,322191.0,Cluster 3
3883,SULAWESI BARAT,PERKOTAAN,MAKANAN,2014,324124.0,Cluster 3
3884,SULAWESI BARAT,PERKOTAAN,MAKANAN,2015,367632.0,Cluster 3
3885,SULAWESI BARAT,PERKOTAAN,MAKANAN,2016,413761.0,Cluster 3
3886,SULAWESI BARAT,PERKOTAAN,MAKANAN,2017,442691.0,Cluster 3
3887,SULAWESI BARAT,PERKOTAAN,MAKANAN,2018,505349.0,Cluster 3
3888,SULAWESI BARAT,PERKOTAAN,MAKANAN,2019,523244.0,Cluster 3
3889,SULAWESI BARAT,PERKOTAAN,MAKANAN,2020,526949.0,Cluster 3
3890,SULAWESI BARAT,PERKOTAAN,MAKANAN,2021,500120.0,Cluster 3
3891,SULAWESI BARAT,PERKOTAAN,MAKANAN,2022,567136.0,Cluster 3
3892,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2007,110203.0,Cluster 4
3893,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2008,141728.0,Cluster 4
3894,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2009,171992.0,Cluster 4
3895,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2010,262174.0,Cluster 4
3896,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2011,231118.0,Cluster 4
3897,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2012,282739.0,Cluster 4
3898,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2013,282775.0,Cluster 4
3899,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2014,305705.0,Cluster 4
3900,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2015,369746.0,Cluster 4
3901,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2016,434140.0,Cluster 4
3902,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2017,492846.0,Cluster 4
3903,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2018,560624.0,Cluster 4
3904,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2019,601146.0,Cluster 4
3905,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2020,658711.0,Cluster 4
3906,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2021,637081.0,Cluster 4
3907,SULAWESI BARAT,PERKOTAAN,NONMAKANAN,2022,733418.0,Cluster 4
3924,SULAWESI BARAT,PERDESAANPERKOTAAN,MAKANAN,2011,225501.0,Cluster 5
3925,SULAWESI BARAT,PERDESAANPERKOTAAN,MAKANAN,2012,236901.0,Cluster 5
3926,SULAWESI BARAT,PERDESAANPERKOTAAN,MAKANAN,2013,278355.0,Cluster 5
3927,SULAWESI BARAT,PERDESAANPERKOTAAN,MAKANAN,2014,280751.0,Cluster 5
